step,wealth
337,17035.050717041457
338,17254.47759373866
339,17926.46208665574
340,18123.186277761295
341,18026.877664657768
342,18271.623131913013
343,19024.244497405354
344,18845.582370907
345,18585.544546629873
346,18271.914380901697
347,18924.533966845247
348,19340.76642276483
349,19741.52874640494
350,19820.574057443126
351,19883.787874072863
352,19963.255515894558
353,19862.97873306213
354,20165.576201068536
355,19798.845746966334
356,20427.736890218956
357,20617.911555227533
358,20648.282777179014
359,20569.04989232133
360,19833.44971761577
361,19037.07779783234
362,18973.065072310303
363,19012.644505853346
364,19417.619225041857
365,19424.64845400752
366,19651.386582660813
367,19468.380852151207
368,19435.60453760688
369,18944.63870975882
370,18848.20354649931
371,19515.024326650622
372,19747.376028245002
373,19640.323643988046
374,20614.101678456766
375,20922.33696970627
376,21099.969881645407
377,21033.430519214024
378,21349.03497875609
379,21331.53680325578
380,21529.991133424668
381,21014.0622952011
382,21012.051711892178
383,20720.18510584511
384,21252.51873538643
385,20773.65414660762
386,20889.378060862684
387,21172.54369213921
388,21780.390803265087
389,22639.55296190515
390,22520.64180212394
391,21849.386577829322
392,21620.18298970317
393,21559.984556770298
394,21388.742522892528
395,21097.521717173262
396,21573.737350653148
397,23443.512267674534
398,23525.74389615367
399,23723.461854654903
400,23795.685713312567
401,24914.250591292388
402,27339.40730969995
403,27108.606221433376
404,27906.81507855509
405,26860.395401389047
406,28010.07722271379
407,27853.534160172785
408,27633.481479306058
409,27846.962984523856
410,28395.479740445066
411,29002.6161287195
412,30255.663641696323
413,30406.69150639733
414,30029.52682802933
415,30102.085381736295
416,28554.548090489592
417,28209.898905854327
418,29403.990449991947
419,29308.83002156659
420,29857.965035470337
421,29546.166354368615
422,29799.563484208615
423,29363.085707916533
424,29404.975187835094
425,30240.32086415474
426,29566.963712474233
427,30568.243077473173
428,30569.046120039035
429,30968.01276208842
430,29782.170026054424
431,29549.785901751333
432,30893.501825888532
433,30546.501745455127
434,30975.90074678787
435,30949.545155843767
436,31830.133304153638
437,32354.075360127288
438,32387.892636672772
439,30471.204529417442
440,29684.258092191852
441,29764.829288877398
442,29602.646949808473
443,28950.080860661812
444,28822.348024638348
445,30011.961446041136
446,30200.879587374016
447,29116.015873630626
448,28616.128678651334
449,28918.14075122656
450,28417.38504826843
451,28146.59609328628
452,28384.386701083396
453,28683.739412576426
454,29423.59948859351
455,29791.954670858446
456,29831.040336119135
457,29854.93974341316
458,30976.346706373508
459,29371.0197490162
460,28795.9687329472
461,28009.87192554228
462,28673.517261312885
463,28632.655707181933
464,28608.981953457398
465,28617.484482502263
466,29221.917035731123
467,30399.75495133119
468,30172.78624889947
469,31563.37314378667
470,31547.06218538904
471,30528.10377201471
472,30806.78958279194
473,32029.259501060882
474,31267.970541457595
475,31360.47378943738
476,31618.627287647392
477,31586.987872471782
478,30967.96776659508
479,30788.056946953922
480,30559.450463570414
481,31266.172004938562
482,31575.806568848828
483,30865.335411887907
484,30333.589358797562
485,29426.035416478677
486,30524.739920547247
487,29442.091700795176
488,29061.698440608405
489,29055.035479014772
490,29035.714558168824
491,29021.684132156814
492,29026.989903651287
493,29307.614953316508
494,28794.792523416367
495,29430.82099750566
496,29048.917346752558
497,29313.802162990083
498,29335.253893238474
499,28909.705446454336
500,28788.719242688498
501,28718.34406713853
502,29045.935228508723
503,29551.970937370974
504,28880.724670802432
505,29016.271942021594
506,28924.842160367865
507,27427.888858931798
508,26611.177681273748
509,25261.24356541656
510,25367.99709219555
511,25268.606218359033
512,25760.60577590692
513,28110.35981705415
514,25557.300904740034
515,25898.444884889563
516,26889.200746782954
517,26692.104746807192
518,25719.487737238996
519,25544.52688522971
520,23842.45052909753
521,23222.419115479315
522,24468.834485497126
523,24721.52315596869
524,23924.655319863225
525,24766.242907005773
526,24876.309592336893
527,24350.688630227567
528,24787.873553966052
529,24384.471791142532
530,25574.13846141535
531,24770.44774411592
532,24733.941389255746
533,24671.83742429115
534,25317.222833889027
535,25738.67911517221
536,25730.67350136529
537,25562.21074128742
538,25643.332634436414
539,24798.908832804027
540,24277.34611768178
541,24199.902558596885
542,24262.834715240384
543,25021.01240399361
544,24219.978245187063
545,24400.505643271397
546,24617.10565747762
547,24517.36891062965
548,22912.726110871074
549,23209.8470599523
550,22325.155549544575
551,24097.527534269975
552,23221.537717669198
553,24298.177697312654
554,24840.440845502028
555,24369.370398293246
556,24617.782082458067
557,24362.13558255925
558,24468.146276476207
559,24717.822538901917
560,24587.933807451856
561,24765.65181186571
562,24797.915860239144
563,25471.30428904579
564,27139.290383353138
565,27213.894438522155
566,27284.868649088818
567,27509.525490076918
568,27488.150277959416
569,27227.83451628983
570,27580.975505323506
571,27378.715677687367
572,27356.208539422736
573,28011.821384716528
574,28132.828347583014
575,27835.66132729731
576,27374.428819906254
577,27499.549525214858
578,28089.449664021133
579,28156.065024897667
580,29902.48447605437
581,29824.003252679147
582,30319.621317788526
583,30148.285623742922
584,29771.38036097644
585,30161.7138758431
586,29978.63143896486
587,30037.99358814937
588,29963.96852390857
589,29877.503079363214
590,30805.361335413934
591,30561.352118407314
592,30902.342504541306
593,31726.664174931055
594,32298.63133268821
595,31004.665401458205
596,31149.789015510705
597,31507.29195278276
598,31624.09877410372
599,31495.037772902815
600,31148.609443654397
601,30517.989398713547
602,30039.57185248526
603,30223.729996559396
604,30515.20659939386
605,30581.400300757363
606,30451.423292651474
607,30248.431541337322
608,29322.89814424199
609,30124.303303397333
610,30475.828196401177
611,30527.154355281073
612,31798.91452398834
613,31788.28356090672
614,31332.204703422267
615,30526.99314711688
616,30573.618464453342
617,30394.837541147415
618,30417.772815494158
619,30774.379346200494
620,30135.092812715833
621,30216.286983733666
622,30158.89048972798
623,29760.228266152928
624,29455.56997997884
625,29087.374269147313
626,30380.444245873627
627,30514.775311293324
628,30891.019112546648
629,30775.349044497474
630,30812.27964885238
631,30881.04838404447
632,31183.9347958928
633,30822.13542113472
634,30405.906369620516
635,31301.900844125787
636,31527.857114584916
637,31060.42765411431
638,31116.96974985042
639,31403.408062747356
640,31134.251933660966
641,31320.67722592279
642,31996.459839924733
643,33308.70027368984
644,33745.14651688615
645,33721.65924682132
646,34200.90721077494
647,34410.89023981387
648,33810.63059820553
649,34085.47937656034
650,34243.381434964096
651,33872.038480760624
652,33853.87812304019
653,33669.90466147746
654,33709.70779077489
655,34435.473954041234
656,34077.64435362286
657,33966.42164570294
658,33755.68374972074
659,33844.94624340358
660,34272.97537767022
661,33832.88088862519
662,33832.21293608768
663,33806.105903948875
664,33206.066929961664
665,32499.205183905397
666,32270.930630843224
667,32752.20641649137
668,32996.242150441634
669,32728.35973771385
670,32981.58394434619
671,33681.992733406434
672,33449.51947820611
673,33395.47927085708
674,34190.41241121417
675,34025.14305795545
676,34435.738423595496
677,35332.655637371885
678,33875.16793142504
679,33598.93636035396
680,33625.54204977512
681,33614.58209145757
682,33269.163723444144
683,32275.406476981345
684,32685.71893007459
685,32150.577623852663
686,33400.075307140185
687,32968.70340408676
688,32416.630668344624
689,31449.762013648982
690,31925.443543104233
