step,wealth
272,18019.76531705101
273,17919.76268615899
274,18431.414660684273
275,17638.69394443648
276,17906.987894701335
277,18314.15634280775
278,18229.75237817945
279,18103.798534875674
280,18278.02921241834
281,18693.90927035652
282,19178.60215074851
283,20425.184831651375
284,20496.53265310344
285,20186.14868965427
286,20140.533763617274
287,20984.007638336105
288,21126.173164258806
289,21435.57390038403
290,21255.77730763897
291,20727.964398045304
292,20818.10981135218
293,20946.71605131339
294,21615.75399846548
295,21584.307423409293
296,21542.577605711984
297,21084.534028421687
298,20888.3351391748
299,20383.18311869058
300,20614.73294217212
301,19332.14581688839
302,19099.396702663293
303,18275.107179666604
304,16929.474746932457
305,17558.209453967793
306,17239.84495493889
307,19215.80456646045
308,19348.176367720345
309,19340.02284687732
310,19702.15801872573
311,19914.086244589158
312,20050.320477614656
313,19421.17547866858
314,19027.996459338676
315,19463.95507018539
316,19656.294772359808
317,19324.688402797226
318,19161.608239247667
319,19241.58667880714
320,18897.626644581203
321,18933.79071390144
322,20063.50710376968
323,20089.98352596238
324,20074.435360742482
325,20228.618371151206
326,20423.81041266147
327,20508.32382700326
328,20448.296968922783
329,20497.07171346607
330,20525.450522889954
331,20818.118058222793
332,20501.047958282492
333,20799.268472403153
334,20704.301153417677
335,21035.30583645479
336,20190.13123018169
337,20234.480212177674
338,20495.118637521948
339,21293.311560494498
340,21526.983406754392
341,21412.58663984861
342,21269.754593030582
343,20834.20353280329
344,20866.988173676935
345,20905.225212398076
346,20930.78031370345
347,20947.314449828064
348,21408.036608357666
349,21851.63508363006
350,21939.129285019757
351,22009.099816227383
352,22097.061489933152
353,21986.066455355918
354,22321.007560122718
355,21915.07850771564
356,22611.189733255138
357,22821.691535587735
358,22807.572947127923
359,22837.86161301582
360,22021.12311121913
361,21136.909606379737
362,21065.836135577858
363,21109.781268226645
364,21559.42559511652
365,21567.230163592187
366,21818.97800958828
367,21615.786342027233
368,21579.394727457446
369,21034.274282331804
370,20927.20210716189
371,21667.574694982002
372,21925.555303436948
373,21806.694804298557
374,22887.882710857783
375,23230.11703683079
376,23427.343252043458
377,23353.4644506899
378,23703.88078052549
379,23684.452517545513
380,23904.79679949471
381,23331.959868708105
382,23329.727513610957
383,23005.66737504073
384,23596.718581929857
385,23065.03416932182
386,23193.522687406472
387,23507.92211443444
388,24182.81610703186
389,25136.745753023268
390,25004.718429177832
391,24259.422268212358
392,24004.9370171077
393,23938.09856380828
394,23747.96815464962
395,23424.625049612456
396,23953.368321290178
397,26029.38354931311
398,26120.685508385148
